Date,aapl,cvx,ge
2012-11-28,-1.150276703042,7.685965464066,4.691804663839
2012-11-27,-2.952813917357,-5.640559532019,-3.307916750103
2012-11-26,3.779103667339,-0.554975779337,0.115597791752
2012-11-23,3.156626524607,2.386110241837,3.149646726844
2012-11-21,0.513713662980,1.898299569219,1.060533433766
2012-11-20,-3.123110725065,-2.773809703554,-0.707364562478
2012-11-19,8.471272007699,2.295110378333,3.041079661354
2012-11-16,1.427705228657,2.790916450535,1.633924638499
2012-11-15,-7.736571993400,-3.147187830700,0.910906387424
2012-11-14,-4.069945297419,-6.633979987434,-12.021238881274
2012-11-13,0.047065108333,-2.231143527973,-3.687786963810
2012-11-12,-0.944411975712,0.092716077390,-0.638976562185
2012-11-09,6.265121877504,-0.069556932083,1.916929686556
2012-11-08,-13.492295895217,-5.624786329422,-4.169488461714
2012-11-07,-14.240076896687,-9.564456326142,-7.860790708044
2012-11-06,-1.105528483358,3.890150752400,3.055831802670
2012-11-05,1.637485001732,0.925054680385,0.569601539746
2012-11-02,-12.282303692861,-10.283313770784,-0.513481913525
2012-11-01,0.750649264943,4.018511087642,4.820824796239
2012-10-31,-1.056624749269,-0.618506865869,-0.173108926271
2012-10-26,-3.335729579253,0.729204746716,-2.584386534554
2012-10-25,-4.341302816719,4.137534020639,0.000000000000
2012-10-24,2.062556525517,1.109065813482,-0.343206419269
2012-10-23,-12.099970863843,-11.072504662047,-7.133777566634
2012-10-22,4.732765995250,-0.683796795245,-1.836302865920
2012-10-19,-13.393561397860,-4.068513462093,-12.699764550946
2012-10-18,-6.844094061715,-1.697900986001,-1.596677961724
2012-10-17,-2.923369552642,3.500532747696,4.327163742604
2012-10-16,8.546581552181,4.056138109694,0.000000000000
2012-10-15,0.970461905578,0.818498848699,0.862887777655
2012-10-12,0.938671060189,-3.205217729537,-0.486774911000
2012-10-11,-7.373988170895,1.959035027536,1.299511831081
2012-10-10,2.894834837932,-15.605185489345,-3.078819586888
2012-10-09,-1.329649878053,-0.783362965413,-4.809028722876
2012-10-08,-2.717725660032,0.114824197389,-1.057058488179
2012-10-05,-7.865066492997,1.098217033108,2.693739163632
2012-10-04,-2.537148869190,3.156094026649,0.636720615020
2012-10-03,5.557505420304,-5.661466368675,1.916853420851
2012-10-02,1.060554945249,2.191258725394,-0.320175459127
2012-10-01,-1.415280336249,0.724302212447,0.534564421758
2012-09-28,-7.695716018750,-2.015883619218,-0.321302837649
2012-09-27,8.747042684541,2.806372081697,10.259430709372
2012-09-26,-4.557629152931,-1.957278518239,-3.451950971068
2012-09-25,-9.229431526074,-2.635164002939,-0.817103542497
2012-09-24,-1.627448621755,-0.020836901347,-0.921516249133
2012-09-21,0.728726282150,-0.156229938609,1.623668157893
2012-09-20,-1.774707138676,3.894375267661,2.776920979922
2012-09-19,0.099239427355,-1.166386966572,3.128825836245
2012-09-18,1.109137108953,-0.534660385982,3.155878590926
2012-09-17,1.486651366502,-0.115179950367,-0.333181404019
2012-09-14,4.413106296238,2.172906637342,1.500344656502
2012-09-13,7.118025088488,6.565269116951,2.178110663691
2012-09-12,5.043762723914,0.966034970617,4.906215236791
2012-09-11,-1.185893612968,0.677748989994,1.878366718562
2012-09-10,-3.206824983265,-0.043064036081,-0.626122239521
2012-09-07,2.243167254184,3.145872243908,4.800444957518
2012-09-06,3.278644525315,7.369999804540,11.571574283140
2012-09-05,-2.573120552765,-1.492573300749,2.502458382205
2012-09-04,1.324191978335,-0.766361121688,-0.892427651145
2012-08-31,0.755893760297,4.026625518937,1.245431381392
2012-08-30,-5.242341817015,-2.843053954015,-3.193992184868
2012-08-29,-0.717958119638,-1.806690454747,0.176712663825
2012-08-28,-0.477855372715,2.037275724814,-0.706337907900
2012-08-27,2.265779773597,-0.307156115411,0.294378722531
2012-08-24,0.320801342043,2.341125511095,2.840481261350
2012-08-23,-3.420221940292,-2.800988782869,-2.486627622390
2012-08-22,7.057183547061,0.558480825397,-1.236989806553
2012-08-21,-5.023231478186,-1.771052086505,-1.408588337658
2012-08-20,3.158900193155,-0.152587436764,-0.409357111319
2012-08-17,6.685806470336,-2.117836783007,-0.874670919408
2012-08-16,3.177178954720,2.412046641756,1.575919934339
2012-08-15,-0.499530624285,0.490877377075,0.351130378210
2012-08-14,0.976464800980,0.131012205283,-0.877193404657
2012-08-13,1.615072284491,-0.294473721808,-0.640812270624
2012-08-10,0.566632821314,2.986037240939,0.697896962143
2012-08-09,2.079271392127,1.584949116108,0.874251914973
2012-08-08,-0.617316220784,0.629281948894,-1.920597590931
2012-08-07,-0.965428835238,2.094363412853,2.621509952264
2012-08-06,1.346193171937,0.200201160448,0.058479533290
2012-08-03,4.719374408994,6.196864106863,7.803990184107
2012-08-02,0.588167016824,-4.154104520163,-3.745451873629
2012-08-01,-2.365090928316,3.068803590457,-0.354713341814
2012-07-31,9.522783823746,-0.811863170679,-0.885278144387
2012-07-30,2.034412248903,0.621066517921,-0.705315984926
2012-07-27,6.469560500203,3.343639011406,6.385002468344
2012-07-26,-0.057645231885,7.514614834867,9.975776206694
2012-07-25,-16.111543581475,-0.803849609149,0.552054554445
2012-07-24,-1.760600998490,-5.646674567522,-2.203226005625
2012-07-23,-0.095505325756,-1.389970481841,1.349820535370
2012-07-20,-6.001426710858,1.191420969262,1.297943963615
2012-07-19,4.821160660349,3.219198949820,-0.742247332554
2012-07-18,-0.412799831114,1.516670422884,2.231285603713
2012-07-17,0.018201916607,2.217377488663,2.432718567127
2012-07-16,0.390967222599,0.883584071371,-1.121359704432
