Date,aapl,cvx,ge
2006-6-21,57.35,47.16,26.45
2006-6-20,56.96,46.54,26.48
2006-6-19,56.70,46.54,26.49
2006-6-16,57.05,47.51,26.66
2006-6-15,58.86,48.09,26.80
2006-6-14,57.10,46.79,26.63
2006-6-13,57.82,45.95,26.50
2006-6-12,56.50,46.60,26.61
2006-6-9,58.72,46.55,26.77
2006-6-8,60.23,46.82,27.16
2006-6-7,58.04,46.26,27.03
2006-6-6,59.19,47.69,27.14
2006-6-5,59.47,48.02,26.88
2006-6-2,61.12,49.16,27.23
2006-6-1,61.62,48.53,27.14
2006-5-31,59.24,48.38,26.92
2006-5-30,60.68,47.30,26.75
2006-5-26,62.99,48.41,26.97
2006-5-25,63.76,48.14,27.04
2006-5-24,62.78,46.61,26.92
2006-5-23,62.59,47.01,26.72
2006-5-22,62.82,47.11,26.77
2006-5-19,63.94,47.31,26.84
2006-5-18,62.62,47.50,26.83
2006-5-17,64.69,47.69,27.04
2006-5-16,64.41,48.96,27.33
2006-5-15,67.19,48.59,27.15
2006-5-12,67.10,49.24,26.93
2006-5-11,67.55,50.31,27.11
2006-5-10,69.98,50.45,27.26
2006-5-9,70.40,50.43,27.50
2006-5-8,71.26,49.75,27.50
2006-5-5,71.26,50.02,27.62
2006-5-4,70.50,49.74,27.34
2006-5-3,70.51,49.66,27.03
2006-5-2,70.99,50.38,27.09
2006-5-1,68.99,49.08,27.02
2006-4-28,69.77,48.96,27.18
2006-4-27,68.75,48.12,27.05
2006-4-26,67.55,48.31,26.81
2006-4-25,65.59,48.47,26.69
2006-4-24,65.17,48.93,26.66
2006-4-21,66.45,49.32,26.69
2006-4-20,67.03,48.16,26.81
2006-4-19,65.07,48.95,26.63
2006-4-18,65.64,48.84,26.61
2006-4-17,64.24,47.59,26.15
2006-4-13,65.88,47.16,26.63
2006-4-12,66.12,47.07,27.07
2006-4-11,67.39,47.70,26.75
2006-4-10,68.07,47.91,26.65
2006-4-7,69.18,47.05,26.74
2006-4-6,70.61,47.66,27.11
2006-4-5,66.62,47.74,27.04
2006-4-4,60.63,47.26,27.26
2006-4-3,62.10,46.81,27.25
2006-3-31,62.17,46.51,27.32
2006-3-30,62.20,46.94,27.22
2006-3-29,61.78,47.04,26.66
2006-3-28,58.19,46.42,26.40
2006-3-27,58.99,46.70,26.55
2006-3-24,59.43,46.19,26.67
2006-3-23,59.63,45.43,26.81
2006-3-22,61.13,45.32,27.13
2006-3-21,61.27,45.39,26.98
2006-3-20,63.43,45.53,27.10
2006-3-17,64.09,45.87,27.11
2006-3-16,63.74,46.32,27.01
2006-3-15,65.65,45.33,27.04
2006-3-14,66.73,45.21,26.54
2006-3-13,65.10,44.27,26.45
2006-3-10,62.63,43.39,26.44
2006-3-9,63.37,43.68,26.08
2006-3-8,65.08,44.22,26.26
2006-3-7,65.73,44.38,26.04
2006-3-6,64.90,44.81,26.00
2006-3-3,67.12,45.71,25.97
2006-3-2,69.00,45.74,25.81
2006-3-1,68.49,45.92,25.74
2006-2-28,67.89,45.31,25.82
2006-2-27,70.37,45.81,26.18
2006-2-24,70.83,46.25,26.04
2006-2-23,71.12,45.84,26.13
2006-2-22,70.69,45.92,26.23
2006-2-21,68.47,46.45,26.01
2006-2-17,69.67,45.87,26.21
2006-2-16,69.95,45.17,26.01
2006-2-15,68.61,44.90,26.09
2006-2-14,67.04,44.70,26.09
2006-2-13,64.14,45.06,25.93
2006-2-10,66.72,45.06,25.95
2006-2-9,64.38,45.29,25.67
2006-2-8,68.20,46.08,25.53
2006-2-7,67.00,45.96,25.20
2006-2-6,66.71,46.83,25.54
2006-2-3,71.22,45.76,25.62
2006-2-2,71.47,46.57,25.66
2006-2-1,74.76,46.72,25.84
2006-1-31,74.85,47.26,25.54
2006-1-30,74.34,48.35,25.68
2006-1-27,71.40,48.06,25.69
2006-1-26,71.69,47.93,25.75
2006-1-25,73.55,48.76,25.55
2006-1-24,75.37,49.39,25.70
2006-1-23,76.99,49.51,25.96
2006-1-20,75.42,48.65,26.02
2006-1-19,78.34,49.03,27.04
2006-1-18,81.76,48.47,27.15
2006-1-17,83.96,49.23,27.25
2006-1-13,84.84,48.04,27.37
2006-1-12,83.55,47.67,27.29
2006-1-11,83.16,47.63,27.63
2006-1-10,80.15,47.15,27.44
2006-1-9,75.38,46.92,27.59
2006-1-6,75.63,47.16,27.66
2006-1-5,73.73,46.31,27.47
2006-1-4,74.31,46.89,27.54
2006-1-3,74.09,47.02,27.58
2005-12-30,71.26,45.18,27.33
2005-12-29,70.82,44.95,27.44
2005-12-28,72.92,45.13,27.38
2005-12-27,73.58,44.48,27.34
2005-12-23,72.70,45.47,27.62
2005-12-22,73.37,45.45,27.62
2005-12-21,72.85,45.38,27.35
2005-12-20,71.48,45.26,27.52
2005-12-19,70.75,45.17,27.73
2005-12-16,70.48,45.77,27.92
2005-12-15,71.54,46.97,27.87
2005-12-14,71.38,47.18,27.70
2005-12-13,74.32,46.85,27.46
2005-12-12,74.25,47.42,27.53
2005-12-9,73.68,46.82,27.51
2005-12-8,73.43,47.45,27.37
2005-12-7,73.30,47.20,27.54
2005-12-6,73.40,47.74,27.72
2005-12-5,71.19,47.47,27.70
2005-12-2,71.99,47.10,27.49
2005-12-1,70.97,46.73,27.68
2005-11-30,67.22,45.61,27.66
2005-11-29,67.50,45.66,27.82
2005-11-28,69.05,45.51,27.86
2005-11-25,68.73,46.59,28.03
2005-11-23,66.52,46.73,27.83
2005-11-22,65.93,47.05,27.92
2005-11-21,64.39,46.84,28.03
2005-11-18,63.99,46.25,27.68
2005-11-17,63.95,45.73,26.84
2005-11-16,64.38,45.49,26.74
2005-11-15,61.73,44.76,26.64
2005-11-14,60.91,44.69,26.64
2005-11-11,61.00,44.71,26.83
2005-11-10,60.64,44.40,26.71
2005-11-9,59.58,44.83,26.26
2005-11-8,59.37,45.69,26.14
2005-11-7,59.70,45.32,26.34
2005-11-4,60.61,45.80,26.34
2005-11-3,61.31,46.96,26.31
2005-11-2,59.42,46.21,26.18
2005-11-1,56.99,45.51,26.02
2005-10-31,57.08,45.06,26.26
2005-10-28,53.99,45.31,26.36
2005-10-27,54.92,44.61,26.00
2005-10-26,56.53,45.53,26.09
2005-10-25,55.61,46.33,26.26
2005-10-24,56.29,45.66,26.43
2005-10-21,55.17,44.45,26.12
2005-10-20,55.65,44.02,26.23
2005-10-19,54.46,46.06,26.64
2005-10-18,51.75,45.24,26.33
2005-10-17,52.97,47.34,26.33
2005-10-14,53.52,46.96,26.59
2005-10-13,53.27,47.01,26.34
2005-10-12,48.82,48.13,26.17
2005-10-11,51.14,49.07,26.17
2005-10-10,49.93,47.64,26.32
2005-10-7,50.85,48.17,26.50
2005-10-6,51.24,47.38,26.01
2005-10-5,52.32,48.99,25.30
2005-10-4,53.28,49.62,25.44
2005-10-3,53.96,50.89,25.73
2005-9-30,53.14,51.11,26.07
2005-9-29,51.88,51.93,26.05
2005-9-28,50.63,51.31,25.93
2005-9-27,52.97,50.68,26.05
2005-9-26,53.37,50.72,25.76
2005-9-23,52.73,49.96,25.86
2005-9-22,51.44,50.35,25.78
2005-9-21,51.65,50.75,25.81
2005-9-20,52.72,50.57,26.03
2005-9-19,52.18,50.78,26.19
2005-9-16,50.76,50.04,26.51
2005-9-15,49.43,49.31,26.45
2005-9-14,49.17,49.39,26.19
2005-9-13,50.37,49.25,26.37
2005-9-12,50.95,49.98,26.48
2005-9-9,50.86,50.38,26.14
2005-9-8,49.34,49.00,26.04
2005-9-7,48.25,49.25,26.16
2005-9-6,48.37,49.22,26.11
2005-9-2,45.81,49.19,25.64
2005-9-1,45.85,49.52,25.49
2005-8-31,46.48,48.48,25.85
2005-8-30,46.16,47.80,25.57
2005-8-29,45.44,46.99,25.85
2005-8-26,45.34,46.89,25.68
2005-8-25,45.65,47.25,25.77
2005-8-24,45.37,47.24,25.80
2005-8-23,45.34,47.43,26.13
2005-8-22,45.47,47.64,26.13
2005-8-19,45.43,47.31,26.11
2005-8-18,45.89,46.96,26.15
2005-8-17,46.73,47.09,26.23
2005-8-16,45.84,47.76,26.06
2005-8-15,47.26,48.70,26.31
2005-8-12,45.69,48.81,26.35
2005-8-11,43.61,48.99,26.55
2005-8-10,43.00,48.97,26.06
2005-8-9,43.43,47.98,26.26
2005-8-8,42.27,48.01,25.97
2005-8-5,42.61,47.29,26.01
2005-8-4,42.33,47.35,26.16
2005-8-3,42.84,47.30,26.31
2005-8-2,42.81,46.68,26.35
2005-8-1,42.37,45.80,26.35
2005-7-29,42.27,45.47,26.54
2005-7-28,43.41,46.19,26.83
2005-7-27,43.60,45.72,26.77
2005-7-26,43.25,45.34,26.69
2005-7-25,43.42,45.75,26.75
2005-7-22,43.61,45.29,26.98
2005-7-21,42.91,44.65,26.92
2005-7-20,43.25,45.14,27.15
2005-7-19,42.81,44.91,27.18
2005-7-18,41.12,44.17,27.08
2005-7-15,41.18,44.42,27.33
2005-7-14,40.39,44.53,27.41
2005-7-13,38.01,45.04,27.06
2005-7-12,37.90,45.07,27.00
2005-7-11,37.76,44.91,27.01
2005-7-8,37.91,44.96,26.91
2005-7-7,37.30,45.30,26.29
2005-7-6,37.06,44.80,26.40
2005-7-5,37.65,45.90,26.71
2005-7-1,36.18,44.65,26.72
2005-6-30,36.49,43.83,26.65
2005-6-29,36.05,44.49,26.92
2005-6-28,36.98,44.67,27.04
2005-6-27,36.77,44.87,26.62
2005-6-24,37.43,44.43,26.75
2005-6-23,38.55,44.93,26.66
2005-6-22,38.21,45.67,27.31
2005-6-21,37.53,46.07,27.64
2005-6-20,37.28,46.51,27.73
2005-6-17,37.97,46.22,27.90
2005-6-16,37.65,45.40,27.60
2005-6-15,36.80,44.55,27.77
2005-6-14,35.68,43.99,27.83
2005-6-13,35.58,43.90,27.94
2005-6-10,35.49,44.13,28.00
2005-6-9,37.32,43.90,28.12
2005-6-8,36.60,42.97,28.13
2005-6-7,36.22,42.93,28.16
2005-6-6,37.59,42.99,27.99
2005-6-3,37.90,43.15,28.06
2005-6-2,39.69,43.08,28.21
2005-6-1,39.95,42.91,28.23
2005-5-31,39.41,42.15,27.89
2005-5-27,40.20,42.78,28.19
2005-5-26,40.38,42.10,28.24
2005-5-25,39.43,41.79,28.18
2005-5-24,39.35,41.27,28.34
2005-5-23,39.41,41.20,28.42
2005-5-20,37.22,40.54,28.29
2005-5-19,37.22,40.88,28.22
2005-5-18,35.52,40.32,28.21
2005-5-17,35.05,40.34,27.87
2005-5-16,35.24,39.24,27.70
2005-5-13,34.46,39.83,27.29
2005-5-12,33.83,40.43,27.42
2005-5-11,35.30,41.48,27.67
2005-5-10,36.10,41.15,27.39
2005-5-9,36.64,41.52,27.70
2005-5-6,36.91,40.97,27.41
2005-5-5,36.36,41.40,27.41
2005-5-4,36.82,41.18,27.67
2005-5-3,35.89,40.91,27.60
2005-5-2,36.11,41.33,27.71
2005-4-29,35.74,40.39,27.67
2005-4-28,35.23,39.73,27.27
2005-4-27,35.63,40.39,27.83
2005-4-26,35.87,41.65,27.66
2005-4-25,36.65,42.23,27.81
2005-4-22,35.19,41.85,27.60
2005-4-21,36.85,41.44,27.61
2005-4-20,35.20,40.43,27.15
2005-4-19,36.76,41.43,27.52
2005-4-18,35.31,40.86,27.52
2005-4-15,35.04,40.56,27.33
2005-4-14,36.93,41.77,27.14
2005-4-13,40.68,42.16,27.25
2005-4-12,42.28,43.30,27.59
2005-4-11,41.55,44.18,27.38
2005-4-8,43.35,44.04,27.32
2005-4-7,43.18,45.02,27.35
2005-4-6,41.96,44.46,27.14
2005-4-5,41.52,43.27,27.14
2005-4-4,40.73,44.26,26.94
2005-4-1,40.53,46.07,27.12
2005-3-31,41.30,45.29,27.57
2005-3-30,42.42,45.26,27.67
2005-3-29,41.38,44.97,27.16
2005-3-28,42.16,45.28,27.50
2005-3-24,42.13,45.22,27.31
2005-3-23,42.18,45.38,27.14
2005-3-22,42.45,45.96,27.14
2005-3-21,43.32,46.62,27.53
2005-3-18,42.58,46.90,27.43
2005-3-17,41.88,46.18,27.04
2005-3-16,40.82,45.53,27.22
2005-3-15,40.60,45.19,27.52
2005-3-14,39.97,45.78,27.69
2005-3-11,39.92,45.29,27.38
2005-3-10,39.48,45.43,27.62
2005-3-9,39.00,46.42,27.32
2005-3-8,40.17,47.77,27.57
2005-3-7,42.37,47.69,27.62
2005-3-4,42.43,47.94,27.61
2005-3-3,41.42,47.53,27.18
2005-3-2,43.73,47.83,27.22
2005-3-1,44.11,47.34,26.92
2005-2-28,44.47,48.22,26.91
2005-2-25,44.10,48.11,27.23
2005-2-24,44.07,47.51,27.18
2005-2-23,43.73,46.73,26.79
2005-2-22,42.27,46.09,26.86
2005-2-18,43.02,46.40,27.26
2005-2-17,43.52,45.53,27.37
2005-2-16,44.67,46.22,27.52
2005-2-15,43.82,45.19,27.65
2005-2-14,41.94,45.14,27.59
2005-2-11,40.25,44.87,27.52
2005-2-10,38.84,44.28,27.39
2005-2-9,39.02,43.32,27.42
2005-2-8,40.09,43.66,27.68
2005-2-7,39.12,43.40,27.52
2005-2-4,39.07,43.77,27.54
2005-2-3,38.56,43.39,27.40
2005-2-2,39.46,42.84,27.54
2005-2-1,38.42,42.54,27.56
2005-1-31,38.11,41.97,27.45
2005-1-28,36.66,41.44,27.16
2005-1-27,36.00,41.70,27.05
2005-1-26,35.81,41.30,26.96
2005-1-25,35.71,40.92,27.12
2005-1-24,35.07,40.55,26.79
2005-1-21,34.93,40.10,26.69
2005-1-20,34.92,40.08,26.87
2005-1-19,34.63,40.65,26.92
2005-1-18,35.01,40.96,27.32
2005-1-14,34.79,40.35,26.98
2005-1-13,34.59,40.16,26.76
2005-1-12,32.44,40.49,27.11
2005-1-11,32.00,39.65,26.89
2005-1-10,34.18,39.64,27.28
2005-1-7,34.32,39.46,27.35
2005-1-6,31.99,39.91,27.52
2005-1-5,31.97,39.25,27.30
2005-1-4,31.69,39.00,27.46
2005-1-3,31.37,39.27,27.80
2004-12-31,31.92,40.51,27.73
2004-12-30,32.11,40.52,27.81
2004-12-29,31.94,40.83,27.77
2004-12-28,31.81,40.45,27.87
2004-12-27,31.30,40.12,27.78
2004-12-23,31.72,40.63,27.93
2004-12-22,31.59,40.35,27.99
2004-12-21,31.56,40.72,28.07
2004-12-20,31.08,40.55,28.03
2004-12-17,32.21,39.90,27.75
2004-12-16,33.01,40.09,28.03
2004-12-15,32.34,40.64,28.24
2004-12-14,32.36,40.95,28.23
2004-12-13,32.17,41.39,28.31
2004-12-10,32.29,40.58,27.71
2004-12-9,31.71,40.72,27.20
2004-12-8,31.36,40.65,26.97
2004-12-7,31.17,40.21,26.67
2004-12-6,32.60,40.74,26.94
2004-12-3,31.06,40.57,27.06
2004-12-2,32.32,40.48,27.14
2004-12-1,33.60,41.26,27.20
2004-11-30,33.23,42.12,26.70
2004-11-29,33.92,42.17,26.66
2004-11-26,31.99,42.31,26.76
2004-11-24,31.74,42.10,26.92
2004-11-23,30.37,42.09,27.04
2004-11-22,30.40,42.27,27.26
2004-11-19,27.34,41.58,27.39
2004-11-18,27.45,41.34,27.81
2004-11-17,27.21,41.19,27.45
2004-11-16,27.23,40.53,27.26
2004-11-15,27.38,40.55,27.26
2004-11-12,27.51,41.78,27.38
2004-11-11,27.41,40.52,27.04
2004-11-10,27.13,40.31,26.67
2004-11-9,26.79,40.40,26.75
2004-11-8,26.95,40.85,26.52
2004-11-5,27.12,41.75,26.58
2004-11-4,26.99,41.63,26.50
2004-11-3,27.41,40.71,25.93
2004-11-2,26.51,39.89,25.71
2004-11-1,25.99,40.54,25.71
2004-10-29,25.97,40.62,25.77
2004-10-28,25.87,40.17,25.70
2004-10-27,24.93,40.55,25.64
2004-10-26,23.77,41.30,25.40
2004-10-25,23.57,40.91,24.85
2004-10-22,23.50,40.84,24.88
2004-10-21,23.76,40.88,25.20
2004-10-20,23.53,40.86,25.09
2004-10-19,23.50,40.39,25.25
2004-10-18,23.66,40.51,25.59
2004-10-15,22.55,40.88,25.34
2004-10-14,22.29,40.88,25.27
2004-10-13,19.70,40.81,25.46
2004-10-12,18.98,41.70,25.69
2004-10-11,19.13,42.04,25.68
2004-10-8,19.36,42.33,25.48
2004-10-7,19.64,42.28,25.64
2004-10-6,20.14,42.42,25.96
2004-10-5,19.51,41.69,25.71
2004-10-4,19.22,41.24,25.77
2004-10-1,19.16,41.28,25.65
2004-9-30,19.20,41.07,25.36
2004-9-29,19.17,41.06,25.26
2004-9-28,18.85,41.40,25.16
2004-9-27,18.60,41.11,25.01
2004-9-24,18.48,40.45,25.23
2004-9-23,18.47,40.06,25.24
2004-9-22,18.30,40.68,25.47
2004-9-21,18.84,40.98,25.87
2004-9-20,18.69,39.83,25.68
2004-9-17,18.41,39.77,25.69
2004-9-16,18.02,39.02,25.17
2004-9-15,17.45,39.08,25.17
2004-9-14,17.59,39.21,25.39
2004-9-13,17.64,39.00,25.34
2004-9-10,17.78,38.30,25.44
2004-9-9,17.69,38.69,25.42
2004-9-8,18.02,38.20,25.27
2004-9-7,17.72,38.25,25.03
2004-9-3,17.46,38.19,24.65
2004-9-2,17.67,38.17,24.87
2004-9-1,17.77,37.77,24.68
2004-8-31,17.09,37.32,24.62
2004-8-30,16.91,36.56,24.45
2004-8-27,17.02,36.46,24.60
2004-8-26,17.18,36.18,24.62
2004-8-25,16.38,35.91,24.62
2004-8-24,15.83,35.72,24.50
2004-8-23,15.40,35.65,24.41
2004-8-20,15.26,36.05,24.51
2004-8-19,15.22,35.64,24.56
2004-8-18,15.73,36.05,24.61
2004-8-17,15.30,36.04,24.13
2004-8-16,15.25,36.70,24.25
2004-8-13,15.28,36.29,23.94
2004-8-12,15.05,35.83,23.73
2004-8-11,15.37,36.02,24.17
2004-8-10,15.62,35.79,24.09
2004-8-9,15.02,35.93,23.91
2004-8-6,14.76,35.62,23.66
2004-8-5,15.56,36.37,24.19
2004-8-4,15.76,36.67,24.68
2004-8-3,15.51,37.45,24.68
2004-8-2,15.65,36.63,24.97
2004-7-30,16.03,36.31,24.96
2004-7-29,16.18,36.25,24.93
2004-7-28,15.99,35.80,24.99
2004-7-27,16.07,35.63,24.62
2004-7-26,15.49,35.48,24.26
2004-7-23,15.21,35.57,24.41
2004-7-22,15.70,35.78,24.68
2004-7-21,15.67,35.66,24.47
2004-7-20,15.96,35.98,24.93
2004-7-19,15.84,36.13,24.95
2004-7-16,15.96,36.22,24.84
2004-7-15,16.32,35.99,25.05
2004-7-14,14.66,35.97,24.87
2004-7-13,14.48,35.68,24.65
2004-7-12,14.44,35.61,24.47
2004-7-9,14.88,35.67,24.15
2004-7-8,14.94,35.44,23.80
2004-7-7,15.06,35.47,24.04
2004-7-6,15.34,35.45,23.90
2004-7-2,15.40,35.40,23.78
2004-7-1,16.01,35.48,24.03
2004-6-30,16.13,35.73,24.32
2004-6-29,16.11,35.47,24.27
2004-6-28,16.10,35.24,24.26
2004-6-25,16.70,35.45,24.16
2004-6-24,16.44,35.84,24.98
2004-6-23,16.70,36.02,24.94
2004-6-22,16.35,35.62,24.51
2004-6-21,16.02,35.42,24.33
2004-6-18,16.31,35.47,24.31
2004-6-17,16.26,35.22,24.15
2004-6-16,16.23,34.92,23.96
2004-6-15,15.21,34.40,23.74
2004-6-14,14.93,34.17,23.56
2004-6-10,15.23,34.47,23.50
2004-6-9,14.97,34.17,23.27
2004-6-8,15.04,34.60,23.48
2004-6-7,14.77,34.99,23.64
2004-6-4,14.26,34.24,23.31
2004-6-3,14.08,34.52,23.13
2004-6-2,14.33,34.69,23.21
2004-6-1,13.91,34.66,23.16
2004-5-28,13.91,34.32,23.22
2004-5-27,13.96,34.25,23.33
2004-5-26,14.13,34.54,23.35
2004-5-25,14.08,34.80,23.29
2004-5-24,13.55,34.23,22.97
2004-5-21,13.44,34.02,22.87
2004-5-20,13.24,33.98,22.56
2004-5-19,13.12,34.13,22.57
2004-5-18,13.41,34.24,22.71
2004-5-17,13.20,34.76,22.37
2004-5-14,13.41,34.91,22.51
2004-5-13,13.48,34.60,22.65
2004-5-12,13.53,34.59,22.69
2004-5-11,13.45,34.26,22.57
2004-5-10,13.02,33.59,22.41
2004-5-7,13.22,34.52,22.39
2004-5-6,13.17,35.22,22.74
2004-5-5,13.21,35.55,22.75
2004-5-4,12.95,35.06,22.72
2004-5-3,12.92,35.10,22.61
2004-4-30,12.78,34.46,22.35
2004-4-29,13.27,34.03,22.43
2004-4-28,13.11,34.55,22.40
2004-4-27,13.35,34.99,22.80
2004-4-26,13.45,34.75,22.95
2004-4-23,13.73,34.53,22.90
2004-4-22,13.77,34.58,23.02
2004-4-21,13.74,33.85,22.91
2004-4-20,13.74,33.91,22.74
2004-4-19,14.05,34.60,23.21
2004-4-16,14.46,34.55,23.31
2004-4-15,14.52,34.46,22.95
2004-4-14,13.20,34.27,22.75
2004-4-13,13.35,34.18,23.13
2004-4-12,13.90,34.45,23.60
2004-4-8,13.64,33.88,23.44
2004-4-7,13.53,33.80,23.43
2004-4-6,13.79,33.54,23.52
2004-4-5,14.04,33.54,23.57
2004-4-2,13.63,33.16,23.18
2004-4-1,13.44,33.13,22.85
2004-3-31,13.40,33.06,22.78
2004-3-30,13.84,32.80,22.90
2004-3-29,13.83,32.16,22.75
2004-3-26,13.40,32.14,22.46
2004-3-25,13.32,31.89,22.16
2004-3-24,12.64,32.35,21.78
2004-3-23,12.53,32.95,21.79
2004-3-22,12.82,32.88,21.95
2004-3-19,12.82,33.22,22.49
2004-3-18,12.72,33.80,22.93
2004-3-17,12.98,33.49,22.95
2004-3-16,12.80,33.02,22.76
2004-3-15,13.11,33.02,22.61
2004-3-12,13.66,33.31,22.84
2004-3-11,13.46,32.74,22.70
2004-3-10,13.72,33.42,23.21
2004-3-9,13.43,33.90,23.55
2004-3-8,12.89,34.16,23.75
2004-3-5,13.25,33.98,24.45
2004-3-4,12.47,33.65,24.55
2004-3-3,11.85,33.83,24.51
2004-3-2,11.80,33.63,24.25
2004-3-1,11.90,34.00,24.47
2004-2-27,11.85,33.28,24.27
2004-2-26,11.42,33.19,24.38
2004-2-25,11.30,33.08,24.45
2004-2-24,11.08,33.21,24.68
2004-2-23,11.00,33.27,24.79
2004-2-20,11.10,32.62,24.25
2004-2-19,11.14,32.61,24.18
2004-2-18,11.53,32.63,24.29
2004-2-17,11.48,32.89,24.51
2004-2-13,11.40,32.59,24.27
2004-2-12,11.76,32.65,24.37
2004-2-11,11.80,32.71,24.54
2004-2-10,11.39,32.32,24.11
2004-2-9,11.24,32.04,24.40
2004-2-6,11.26,31.90,24.61
2004-2-5,11.11,31.76,24.86
2004-2-4,10.80,31.80,24.61
2004-2-3,11.03,32.07,24.63
2004-2-2,11.06,32.19,24.94
2004-1-30,11.18,32.25,24.94
2004-1-29,11.24,32.61,25.24
2004-1-28,11.16,32.39,25.04
2004-1-27,11.43,32.76,25.36
2004-1-26,11.40,32.72,25.32
2004-1-23,11.18,32.46,24.63
2004-1-22,10.99,32.55,24.86
2004-1-21,11.21,32.41,25.11
2004-1-20,11.26,32.13,24.74
2004-1-16,11.26,31.64,24.74
2004-1-15,11.32,31.53,23.74
2004-1-14,11.99,31.97,23.74
2004-1-13,11.95,31.64,23.45
2004-1-12,11.76,31.64,23.80
2004-1-9,11.40,31.79,23.59
2004-1-8,11.58,32.14,23.92
2004-1-7,11.20,32.11,23.50
2004-1-6,10.95,32.52,23.27
2004-1-5,10.99,32.70,23.42
2004-1-2,10.55,32.08,23.08
2003-12-31,10.59,32.27,22.98
2003-12-30,10.55,32.14,22.79
2003-12-29,10.48,31.93,22.87
2003-12-26,10.30,31.32,22.64
2003-12-24,10.12,31.13,22.77
2003-12-23,9.82,31.07,22.92
2003-12-22,9.84,31.13,22.84
2003-12-19,9.76,31.10,22.76
2003-12-18,9.93,31.21,22.73
2003-12-17,9.85,30.55,22.65
2003-12-16,9.97,30.14,22.59
2003-12-15,10.00,29.49,22.35
2003-12-12,10.35,29.97,22.19
2003-12-11,10.51,29.69,22.40
2003-12-10,10.10,29.39,21.90
2003-12-9,10.13,29.46,21.78
2003-12-8,10.43,29.36,21.64
2003-12-5,10.33,29.13,21.44
2003-12-4,10.48,28.99,21.48
2003-12-3,10.42,28.42,21.75
2003-12-2,10.68,28.25,21.72
2003-12-1,10.76,28.27,21.39
2003-11-28,10.36,28.05,21.13
2003-11-26,10.27,28.11,21.20
2003-11-25,10.25,27.85,21.30
2003-11-24,10.48,27.65,21.19
2003-11-21,10.05,27.44,21.05
2003-11-20,10.10,27.64,21.33
2003-11-19,10.12,27.71,21.72
2003-11-18,10.12,27.55,20.96
2003-11-17,10.47,27.49,20.49
2003-11-14,10.64,27.74,20.54
2003-11-13,11.11,28.02,20.88
2003-11-12,11.07,27.64,21.15
2003-11-11,10.68,27.43,20.71
2003-11-10,10.85,27.30,20.76
2003-11-7,11.15,27.58,20.72
2003-11-6,11.46,27.43,20.96
2003-11-5,11.41,27.25,20.95
2003-11-4,11.35,27.34,21.12
2003-11-3,11.47,27.35,21.22
2003-10-31,11.34,27.48,21.38
2003-10-30,11.44,26.54,21.28
2003-10-29,11.74,27.04,21.24
2003-10-28,11.76,27.15,21.02
2003-10-27,11.20,26.94,20.80
2003-10-24,11.20,27.05,20.85
2003-10-23,11.39,27.30,20.92
2003-10-22,11.28,27.18,20.89
2003-10-21,11.49,27.47,21.28
2003-10-20,11.51,27.49,21.21
2003-10-17,11.27,27.27,21.04
2003-10-16,11.52,27.46,21.38
2003-10-15,12.30,27.37,21.26
2003-10-14,12.17,27.74,21.58
2003-10-13,12.07,27.54,21.32
2003-10-10,11.74,27.30,21.61
2003-10-9,11.62,27.20,22.20
2003-10-8,11.43,27.14,22.25
2003-10-7,11.51,27.37,22.59
2003-10-6,11.05,27.26,22.69
2003-10-3,10.75,27.03,22.71
2003-10-2,10.19,26.93,22.66
2003-10-1,10.30,27.05,22.57
2003-9-30,10.27,26.43,21.97
2003-9-29,10.56,26.52,22.38
2003-9-26,10.25,26.44,22.01
2003-9-25,10.13,26.54,22.39
2003-9-24,10.57,26.76,22.56
2003-9-23,11.12,26.83,23.11
2003-9-22,10.94,26.71,23.00
2003-9-19,11.19,26.77,23.38
2003-9-18,11.34,26.73,23.52
2003-9-17,10.96,26.73,23.23
2003-9-16,11.08,27.00,23.38
2003-9-15,11.01,26.91,23.00
2003-9-12,11.45,26.98,23.09
2003-9-11,11.18,27.19,23.05
2003-9-10,10.99,27.00,22.73
2003-9-9,11.09,27.16,22.82
2003-9-8,11.27,27.38,22.98
2003-9-5,11.15,27.01,22.73
2003-9-4,11.31,27.26,22.94
2003-9-3,11.37,27.35,22.79
2003-9-2,11.32,27.27,22.29
2003-8-29,11.21,26.95,21.66
2003-8-28,11.00,27.07,21.74
2003-8-27,10.65,26.74,21.79
2003-8-26,10.43,26.71,21.88
2003-8-25,10.34,26.76,21.86
2003-8-22,10.35,26.56,21.88
2003-8-21,10.74,26.92,22.09
2003-8-20,10.41,26.85,21.57
2003-8-19,10.07,26.67,21.86
2003-8-18,10.08,26.85,21.82
2003-8-15,9.77,26.94,21.08
2003-8-14,9.90,27.19,20.91
2003-8-13,10.00,26.83,20.52
2003-8-12,9.76,27.07,20.75
2003-8-11,9.74,26.81,20.71
2003-8-8,9.73,26.66,20.56
2003-8-7,9.88,26.47,20.56
2003-8-6,9.73,25.96,20.27
2003-8-5,10.10,25.93,20.36
2003-8-4,10.51,25.88,20.86
2003-8-1,10.27,26.02,20.84
2003-7-31,10.45,26.41,20.83
2003-7-30,10.05,26.30,20.48
2003-7-29,10.27,26.30,20.43
2003-7-28,10.40,26.58,20.78
2003-7-25,10.68,26.64,20.82
2003-7-24,10.16,26.30,20.10
2003-7-23,10.30,26.38,20.08
2003-7-22,10.31,26.57,20.07
